Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7
high,high,2.0,2.0,med,high,unacc
high,high,2.0,2.0,big,low,unacc
high,high,2.0,2.0,big,med,unacc
high,high,2.0,2.0,big,high,unacc
high,high,2.0,4.0,small,low,unacc
high,high,2.0,4.0,small,med,unacc
high,high,2.0,4.0,small,high,acc
high,high,2.0,4.0,med,low,unacc
high,high,2.0,4.0,med,med,unacc
high,high,2.0,4.0,med,high,acc
high,high,2.0,4.0,big,low,unacc
high,high,2.0,4.0,big,med,acc
high,high,2.0,4.0,big,high,acc
high,high,2.0,,small,low,unacc
high,high,2.0,,small,med,unacc
high,high,2.0,,small,high,unacc
high,high,2.0,,med,low,unacc
high,high,2.0,,med,med,unacc
high,high,2.0,,med,high,acc
high,high,2.0,,big,low,unacc
high,high,2.0,,big,med,acc
high,high,2.0,,big,high,acc
high,high,3.0,2.0,small,low,unacc
high,high,3.0,2.0,small,med,unacc
high,high,3.0,2.0,small,high,unacc
high,high,3.0,2.0,med,low,unacc
high,high,3.0,2.0,med,med,unacc
high,high,3.0,2.0,med,high,unacc
high,high,3.0,2.0,big,low,unacc
high,high,3.0,2.0,big,med,unacc
high,high,3.0,2.0,big,high,unacc
high,high,3.0,4.0,small,low,unacc
high,high,3.0,4.0,small,med,unacc
high,high,3.0,4.0,small,high,acc
high,high,3.0,4.0,med,low,unacc
high,high,3.0,4.0,med,med,unacc
high,high,3.0,4.0,med,high,acc
high,high,3.0,4.0,big,low,unacc
high,high,3.0,4.0,big,med,acc
high,high,3.0,4.0,big,high,acc
high,high,3.0,,small,low,unacc
high,high,3.0,,small,med,unacc
high,high,3.0,,small,high,acc
high,high,3.0,,med,low,unacc
high,high,3.0,,med,med,acc
high,high,3.0,,med,high,acc
high,high,3.0,,big,low,unacc
high,high,3.0,,big,med,acc
high,high,3.0,,big,high,acc
high,high,4.0,2.0,small,low,unacc
high,high,4.0,2.0,small,med,unacc
high,high,4.0,2.0,small,high,unacc
high,high,4.0,2.0,med,low,unacc
high,high,4.0,2.0,med,med,unacc
high,high,4.0,2.0,med,high,unacc
high,high,4.0,2.0,big,low,unacc
high,high,4.0,2.0,big,med,unacc
high,high,4.0,2.0,big,high,unacc
high,high,4.0,4.0,small,low,unacc
high,high,4.0,4.0,small,med,unacc
high,high,4.0,4.0,small,high,acc
high,high,4.0,4.0,med,low,unacc
high,high,4.0,4.0,med,med,acc
high,high,4.0,4.0,med,high,acc
high,high,4.0,4.0,big,low,unacc
high,high,4.0,4.0,big,med,acc
high,high,4.0,4.0,big,high,acc
high,high,4.0,,small,low,unacc
high,high,4.0,,small,med,unacc
high,high,4.0,,small,high,acc
high,high,4.0,,med,low,unacc
high,high,4.0,,med,med,acc
high,high,4.0,,med,high,acc
high,high,4.0,,big,low,unacc
high,high,4.0,,big,med,acc
high,high,4.0,,big,high,acc
high,high,,2.0,small,low,unacc
high,high,,2.0,small,med,unacc
high,high,,2.0,small,high,unacc
high,high,,2.0,med,low,unacc
high,high,,2.0,med,med,unacc
high,high,,2.0,med,high,unacc
high,high,,2.0,big,low,unacc
high,high,,2.0,big,med,unacc
high,high,,2.0,big,high,unacc
high,high,,4.0,small,low,unacc
high,high,,4.0,small,med,unacc
high,high,,4.0,small,high,acc
high,high,,4.0,med,low,unacc
high,high,,4.0,med,med,acc
high,high,,4.0,med,high,acc
high,high,,4.0,big,low,unacc
high,high,,4.0,big,med,acc
high,high,,4.0,big,high,acc
high,high,,,small,low,unacc
high,high,,,small,med,unacc
high,high,,,small,high,acc
high,high,,,med,low,unacc
high,high,,,med,med,acc
high,high,,,med,high,acc
high,high,,,big,low,unacc
high,high,,,big,med,acc
high,high,,,big,high,acc
high,med,2.0,2.0,small,low,unacc
high,med,2.0,2.0,small,med,unacc
high,med,2.0,2.0,small,high,unacc
high,med,2.0,2.0,med,low,unacc
high,med,2.0,2.0,med,med,unacc
high,med,2.0,2.0,med,high,unacc
high,med,2.0,2.0,big,low,unacc
high,med,2.0,2.0,big,med,unacc
high,med,2.0,2.0,big,high,unacc
high,med,2.0,4.0,small,low,unacc
high,med,2.0,4.0,small,med,unacc
high,med,2.0,4.0,small,high,acc
high,med,2.0,4.0,med,low,unacc
high,med,2.0,4.0,med,med,unacc
high,med,2.0,4.0,med,high,acc
high,med,2.0,4.0,big,low,unacc
high,med,2.0,4.0,big,med,acc
high,med,2.0,4.0,big,high,acc
high,med,2.0,,small,low,unacc
high,med,2.0,,small,med,unacc
high,med,2.0,,small,high,unacc
high,med,2.0,,med,low,unacc
high,med,2.0,,med,med,unacc
high,med,2.0,,med,high,acc
high,med,2.0,,big,low,unacc
high,med,2.0,,big,med,acc
high,med,2.0,,big,high,acc
high,med,3.0,2.0,small,low,unacc
high,med,3.0,2.0,small,med,unacc
high,med,3.0,2.0,small,high,unacc
high,med,3.0,2.0,med,low,unacc
high,med,3.0,2.0,med,med,unacc
high,med,3.0,2.0,med,high,unacc
high,med,3.0,2.0,big,low,unacc
high,med,3.0,2.0,big,med,unacc
high,med,3.0,2.0,big,high,unacc
high,med,3.0,4.0,small,low,unacc
high,med,3.0,4.0,small,med,unacc
high,med,3.0,4.0,small,high,acc
high,med,3.0,4.0,med,low,unacc
high,med,3.0,4.0,med,med,unacc
high,med,3.0,4.0,med,high,acc
high,med,3.0,4.0,big,low,unacc
high,med,3.0,4.0,big,med,acc
high,med,3.0,4.0,big,high,acc
high,med,3.0,,small,low,unacc
high,med,3.0,,small,med,unacc
high,med,3.0,,small,high,acc
high,med,3.0,,med,low,unacc
high,med,3.0,,med,med,acc
high,med,3.0,,med,high,acc
high,med,3.0,,big,low,unacc
high,med,3.0,,big,med,acc
high,med,3.0,,big,high,acc
high,med,4.0,2.0,small,low,unacc
high,med,4.0,2.0,small,med,unacc
high,med,4.0,2.0,small,high,unacc
high,med,4.0,2.0,med,low,unacc
high,med,4.0,2.0,med,med,unacc
high,med,4.0,2.0,med,high,unacc
high,med,4.0,2.0,big,low,unacc
high,med,4.0,2.0,big,med,unacc
high,med,4.0,2.0,big,high,unacc
high,med,4.0,4.0,small,low,unacc
high,med,4.0,4.0,small,med,unacc
high,med,4.0,4.0,small,high,acc
high,med,4.0,4.0,med,low,unacc
high,med,4.0,4.0,med,med,acc
high,med,4.0,4.0,med,high,acc
high,med,4.0,4.0,big,low,unacc
high,med,4.0,4.0,big,med,acc
high,med,4.0,4.0,big,high,acc
high,med,4.0,,small,low,unacc
high,med,4.0,,small,med,unacc
high,med,4.0,,small,high,acc
high,med,4.0,,med,low,unacc
high,med,4.0,,med,med,acc
high,med,4.0,,med,high,acc
high,med,4.0,,big,low,unacc
high,med,4.0,,big,med,acc
high,med,4.0,,big,high,acc
high,med,,2.0,small,low,unacc
high,med,,2.0,small,med,unacc
high,med,,2.0,small,high,unacc
high,med,,2.0,med,low,unacc
high,med,,2.0,med,med,unacc
high,med,,2.0,med,high,unacc
high,med,,2.0,big,low,unacc
high,med,,2.0,big,med,unacc
high,med,,2.0,big,high,unacc
high,med,,4.0,small,low,unacc
high,med,,4.0,small,med,unacc
high,med,,4.0,small,high,acc
high,med,,4.0,med,low,unacc
high,med,,4.0,med,med,acc
high,med,,4.0,med,high,acc
high,med,,4.0,big,low,unacc
high,med,,4.0,big,med,acc
high,med,,4.0,big,high,acc
high,med,,,small,low,unacc
high,med,,,small,med,unacc
high,med,,,small,high,acc
high,med,,,med,low,unacc
high,med,,,med,med,acc
high,med,,,med,high,acc
high,med,,,big,low,unacc
high,med,,,big,med,acc
high,med,,,big,high,acc
high,low,2.0,2.0,small,low,unacc
high,low,2.0,2.0,small,med,unacc
high,low,2.0,2.0,small,high,unacc
high,low,2.0,2.0,med,low,unacc
high,low,2.0,2.0,med,med,unacc
high,low,2.0,2.0,med,high,unacc
high,low,2.0,2.0,big,low,unacc
high,low,2.0,2.0,big,med,unacc
high,low,2.0,2.0,big,high,unacc
high,low,2.0,4.0,small,low,unacc
high,low,2.0,4.0,small,med,unacc
high,low,2.0,4.0,small,high,acc
high,low,2.0,4.0,med,low,unacc
high,low,2.0,4.0,med,med,unacc
high,low,2.0,4.0,med,high,acc
high,low,2.0,4.0,big,low,unacc
high,low,2.0,4.0,big,med,acc
high,low,2.0,4.0,big,high,acc
high,low,2.0,,small,low,unacc
high,low,2.0,,small,med,unacc
high,low,2.0,,small,high,unacc
high,low,2.0,,med,low,unacc
high,low,2.0,,med,med,unacc
high,low,2.0,,med,high,acc
high,low,2.0,,big,low,unacc
high,low,2.0,,big,med,acc
high,low,2.0,,big,high,acc
high,low,3.0,2.0,small,low,unacc
high,low,3.0,2.0,small,med,unacc
high,low,3.0,2.0,small,high,unacc
high,low,3.0,2.0,med,low,unacc
high,low,3.0,2.0,med,med,unacc
high,low,3.0,2.0,med,high,unacc
high,low,3.0,2.0,big,low,unacc
high,low,3.0,2.0,big,med,unacc
high,low,3.0,2.0,big,high,unacc
high,low,3.0,4.0,small,low,unacc
high,low,3.0,4.0,small,med,unacc
high,low,3.0,4.0,small,high,acc
high,low,3.0,4.0,med,low,unacc
high,low,3.0,4.0,med,med,unacc
high,low,3.0,4.0,med,high,acc
high,low,3.0,4.0,big,low,unacc
high,low,3.0,4.0,big,med,acc
high,low,3.0,4.0,big,high,acc
high,low,3.0,,small,low,unacc
high,low,3.0,,small,med,unacc
high,low,3.0,,small,high,acc
high,low,3.0,,med,low,unacc
high,low,3.0,,med,med,acc
high,low,3.0,,med,high,acc
high,low,3.0,,big,low,unacc
high,low,3.0,,big,med,acc
high,low,3.0,,big,high,acc
high,low,4.0,2.0,small,low,unacc
high,low,4.0,2.0,small,med,unacc
high,low,4.0,2.0,small,high,unacc
high,low,4.0,2.0,med,low,unacc
high,low,4.0,2.0,med,med,unacc
high,low,4.0,2.0,med,high,unacc
high,low,4.0,2.0,big,low,unacc
high,low,4.0,2.0,big,med,unacc
high,low,4.0,2.0,big,high,unacc
high,low,4.0,4.0,small,low,unacc
high,low,4.0,4.0,small,med,unacc
high,low,4.0,4.0,small,high,acc
high,low,4.0,4.0,med,low,unacc
high,low,4.0,4.0,med,med,acc
high,low,4.0,4.0,med,high,acc
high,low,4.0,4.0,big,low,unacc
high,low,4.0,4.0,big,med,acc
high,low,4.0,4.0,big,high,acc
high,low,4.0,,small,low,unacc
high,low,4.0,,small,med,unacc
high,low,4.0,,small,high,acc
high,low,4.0,,med,low,unacc
high,low,4.0,,med,med,acc
high,low,4.0,,med,high,acc
high,low,4.0,,big,low,unacc
high,low,4.0,,big,med,acc
high,low,4.0,,big,high,acc
high,low,,2.0,small,low,unacc
high,low,,2.0,small,med,unacc
high,low,,2.0,small,high,unacc
high,low,,2.0,med,low,unacc
high,low,,2.0,med,med,unacc
high,low,,2.0,med,high,unacc
high,low,,2.0,big,low,unacc
high,low,,2.0,big,med,unacc
high,low,,2.0,big,high,unacc
high,low,,4.0,small,low,unacc
high,low,,4.0,small,med,unacc
high,low,,4.0,small,high,acc
high,low,,4.0,med,low,unacc
high,low,,4.0,med,med,acc
high,low,,4.0,med,high,acc
high,low,,4.0,big,low,unacc
high,low,,4.0,big,med,acc
high,low,,4.0,big,high,acc
high,low,,,small,low,unacc
high,low,,,small,med,unacc
high,low,,,small,high,acc
high,low,,,med,low,unacc
high,low,,,med,med,acc
high,low,,,med,high,acc
high,low,,,big,low,unacc
high,low,,,big,med,acc
high,low,,,big,high,acc
med,vhigh,2.0,2.0,small,low,unacc
med,vhigh,2.0,2.0,small,med,unacc
med,vhigh,2.0,2.0,small,high,unacc
med,vhigh,2.0,2.0,med,low,unacc
med,vhigh,2.0,2.0,med,med,unacc
med,vhigh,2.0,2.0,med,high,unacc
med,vhigh,2.0,2.0,big,low,unacc
med,vhigh,2.0,2.0,big,med,unacc
med,vhigh,2.0,2.0,big,high,unacc
med,vhigh,2.0,4.0,small,low,unacc
med,vhigh,2.0,4.0,small,med,unacc
med,vhigh,2.0,4.0,small,high,acc
med,vhigh,2.0,4.0,med,low,unacc
med,vhigh,2.0,4.0,med,med,unacc
med,vhigh,2.0,4.0,med,high,acc
med,vhigh,2.0,4.0,big,low,unacc
med,vhigh,2.0,4.0,big,med,acc
med,vhigh,2.0,4.0,big,high,acc
med,vhigh,2.0,,small,low,unacc
med,vhigh,2.0,,small,med,unacc
med,vhigh,2.0,,small,high,unacc
med,vhigh,2.0,,med,low,unacc
med,vhigh,2.0,,med,med,unacc
med,vhigh,2.0,,med,high,acc
med,vhigh,2.0,,big,low,unacc
med,vhigh,2.0,,big,med,acc
med,vhigh,2.0,,big,high,acc
med,vhigh,3.0,2.0,small,low,unacc
med,vhigh,3.0,2.0,small,med,unacc
med,vhigh,3.0,2.0,small,high,unacc
med,vhigh,3.0,2.0,med,low,unacc
med,vhigh,3.0,2.0,med,med,unacc
med,vhigh,3.0,2.0,med,high,unacc
med,vhigh,3.0,2.0,big,low,unacc
med,vhigh,3.0,2.0,big,med,unacc
med,vhigh,3.0,2.0,big,high,unacc
med,vhigh,3.0,4.0,small,low,unacc
med,vhigh,3.0,4.0,small,med,unacc
med,vhigh,3.0,4.0,small,high,acc
med,vhigh,3.0,4.0,med,low,unacc
med,vhigh,3.0,4.0,med,med,unacc
med,vhigh,3.0,4.0,med,high,acc
med,vhigh,3.0,4.0,big,low,unacc
med,vhigh,3.0,4.0,big,med,acc
med,vhigh,3.0,4.0,big,high,acc
med,vhigh,3.0,,small,low,unacc
med,vhigh,3.0,,small,med,unacc
med,vhigh,3.0,,small,high,acc
med,vhigh,3.0,,med,low,unacc
med,vhigh,3.0,,med,med,acc
med,vhigh,3.0,,med,high,acc
med,vhigh,3.0,,big,low,unacc
med,vhigh,3.0,,big,med,acc
med,vhigh,3.0,,big,high,acc
med,vhigh,4.0,2.0,small,low,unacc
med,vhigh,4.0,2.0,small,med,unacc
med,vhigh,4.0,2.0,small,high,unacc
med,vhigh,4.0,2.0,med,low,unacc
med,vhigh,4.0,2.0,med,med,unacc
med,vhigh,4.0,2.0,med,high,unacc
med,vhigh,4.0,2.0,big,low,unacc
med,vhigh,4.0,2.0,big,med,unacc
med,vhigh,4.0,2.0,big,high,unacc
med,vhigh,4.0,4.0,small,low,unacc
med,vhigh,4.0,4.0,small,med,unacc
med,vhigh,4.0,4.0,small,high,acc
med,vhigh,4.0,4.0,med,low,unacc
med,vhigh,4.0,4.0,med,med,acc
med,vhigh,4.0,4.0,med,high,acc
med,vhigh,4.0,4.0,big,low,unacc
med,vhigh,4.0,4.0,big,med,acc
med,vhigh,4.0,4.0,big,high,acc
med,vhigh,4.0,,small,low,unacc
med,vhigh,4.0,,small,med,unacc
med,vhigh,4.0,,small,high,acc
med,vhigh,4.0,,med,low,unacc
med,vhigh,4.0,,med,med,acc
med,vhigh,4.0,,med,high,acc
med,vhigh,4.0,,big,low,unacc
med,vhigh,4.0,,big,med,acc
med,vhigh,4.0,,big,high,acc
med,vhigh,,2.0,small,low,unacc
med,vhigh,,2.0,small,med,unacc
med,vhigh,,2.0,small,high,unacc
med,vhigh,,2.0,med,low,unacc
med,vhigh,,2.0,med,med,unacc
med,vhigh,,2.0,med,high,unacc
med,vhigh,,2.0,big,low,unacc
med,vhigh,,2.0,big,med,unacc
med,vhigh,,2.0,big,high,unacc
med,vhigh,,4.0,small,low,unacc
med,vhigh,,4.0,small,med,unacc
med,vhigh,,4.0,small,high,acc
med,vhigh,,4.0,med,low,unacc
med,vhigh,,4.0,med,med,acc
med,vhigh,,4.0,med,high,acc
med,vhigh,,4.0,big,low,unacc
med,vhigh,,4.0,big,med,acc
med,vhigh,,4.0,big,high,acc
med,vhigh,,,small,low,unacc
med,vhigh,,,small,med,unacc
med,vhigh,,,small,high,acc
med,vhigh,,,med,low,unacc
med,vhigh,,,med,med,acc
med,vhigh,,,med,high,acc
med,vhigh,,,big,low,unacc
med,vhigh,,,big,med,acc
med,vhigh,,,big,high,acc
med,high,2.0,2.0,small,low,unacc
med,high,2.0,2.0,small,med,unacc
med,high,2.0,2.0,small,high,unacc
med,high,2.0,2.0,med,low,unacc
med,high,2.0,2.0,med,med,unacc
med,high,2.0,2.0,med,high,unacc
med,high,2.0,2.0,big,low,unacc
med,high,2.0,2.0,big,med,unacc
med,high,2.0,2.0,big,high,unacc
med,high,2.0,4.0,small,low,unacc
med,high,2.0,4.0,small,med,unacc
med,high,2.0,4.0,small,high,acc
med,high,2.0,4.0,med,low,unacc
med,high,2.0,4.0,med,med,unacc
med,high,2.0,4.0,med,high,acc
med,high,2.0,4.0,big,low,unacc
med,high,2.0,4.0,big,med,acc
med,high,2.0,4.0,big,high,acc
med,high,2.0,,small,low,unacc
med,high,2.0,,small,med,unacc
med,high,2.0,,small,high,unacc
med,high,2.0,,med,low,unacc
med,high,2.0,,med,med,unacc
med,high,2.0,,med,high,acc
med,high,2.0,,big,low,unacc
med,high,2.0,,big,med,acc
med,high,2.0,,big,high,acc
med,high,3.0,2.0,small,low,unacc
med,high,3.0,2.0,small,med,unacc
med,high,3.0,2.0,small,high,unacc
med,high,3.0,2.0,med,low,unacc
med,high,3.0,2.0,med,med,unacc
med,high,3.0,2.0,med,high,unacc
med,high,3.0,2.0,big,low,unacc
med,high,3.0,2.0,big,med,unacc
med,high,3.0,2.0,big,high,unacc
med,high,3.0,4.0,small,low,unacc
med,high,3.0,4.0,small,med,unacc
med,high,3.0,4.0,small,high,acc
med,high,3.0,4.0,med,low,unacc
med,high,3.0,4.0,med,med,unacc
med,high,3.0,4.0,med,high,acc
med,high,3.0,4.0,big,low,unacc
med,high,3.0,4.0,big,med,acc
med,high,3.0,4.0,big,high,acc
med,high,3.0,,small,low,unacc
med,high,3.0,,small,med,unacc
med,high,3.0,,small,high,acc
med,high,3.0,,med,low,unacc
med,high,3.0,,med,med,acc
med,high,3.0,,med,high,acc
med,high,3.0,,big,low,unacc
med,high,3.0,,big,med,acc
med,high,3.0,,big,high,acc
med,high,4.0,2.0,small,low,unacc
med,high,4.0,2.0,small,med,unacc
med,high,4.0,2.0,small,high,unacc
med,high,4.0,2.0,med,low,unacc
med,high,4.0,2.0,med,med,unacc
med,high,4.0,2.0,med,high,unacc
med,high,4.0,2.0,big,low,unacc
med,high,4.0,2.0,big,med,unacc
med,high,4.0,2.0,big,high,unacc
med,high,4.0,4.0,small,low,unacc
med,high,4.0,4.0,small,med,unacc
med,high,4.0,4.0,small,high,acc
med,high,4.0,4.0,med,low,unacc
med,high,4.0,4.0,med,med,acc
med,high,4.0,4.0,med,high,acc
med,high,4.0,4.0,big,low,unacc
med,high,4.0,4.0,big,med,acc
med,high,4.0,4.0,big,high,acc
med,high,4.0,,small,low,unacc
med,high,4.0,,small,med,unacc
med,high,4.0,,small,high,acc
med,high,4.0,,med,low,unacc
med,high,4.0,,med,med,acc
med,high,4.0,,med,high,acc
med,high,4.0,,big,low,unacc
med,high,4.0,,big,med,acc
med,high,4.0,,big,high,acc
med,high,,2.0,small,low,unacc
med,high,,2.0,small,med,unacc
med,high,,2.0,small,high,unacc
med,high,,2.0,med,low,unacc
med,high,,2.0,med,med,unacc
med,high,,2.0,med,high,unacc
med,high,,2.0,big,low,unacc
med,high,,2.0,big,med,unacc
med,high,,2.0,big,high,unacc
med,high,,4.0,small,low,unacc
med,high,,4.0,small,med,unacc
med,high,,4.0,small,high,acc
med,high,,4.0,med,low,unacc
med,high,,4.0,med,med,acc
med,high,,4.0,med,high,acc
med,high,,4.0,big,low,unacc
med,high,,4.0,big,med,acc
med,high,,4.0,big,high,acc
med,high,,,small,low,unacc
med,high,,,small,med,unacc
med,high,,,small,high,acc
med,high,,,med,low,unacc
med,high,,,med,med,acc
med,high,,,med,high,acc
med,high,,,big,low,unacc
med,high,,,big,med,acc
med,high,,,big,high,acc
med,med,2.0,2.0,small,low,unacc
med,med,2.0,2.0,small,med,unacc
med,med,2.0,2.0,small,high,unacc
med,med,2.0,2.0,med,low,unacc
med,med,2.0,2.0,med,med,unacc
med,med,2.0,2.0,med,high,unacc
med,med,2.0,2.0,big,low,unacc
med,med,2.0,2.0,big,med,unacc
med,med,2.0,2.0,big,high,unacc
med,med,2.0,4.0,small,low,unacc
med,med,2.0,4.0,small,med,acc
med,med,2.0,4.0,small,high,acc
med,med,2.0,4.0,med,low,unacc
med,med,2.0,4.0,med,med,acc
med,med,2.0,4.0,med,high,acc
med,med,2.0,4.0,big,low,unacc
med,med,2.0,4.0,big,med,acc
med,med,2.0,4.0,big,high,vgood
med,med,2.0,,small,low,unacc
med,med,2.0,,small,med,unacc
med,med,2.0,,small,high,unacc
med,med,2.0,,med,low,unacc
med,med,2.0,,med,med,acc
med,med,2.0,,med,high,acc
med,med,2.0,,big,low,unacc
med,med,2.0,,big,med,acc
med,med,2.0,,big,high,vgood
med,med,3.0,2.0,small,low,unacc
med,med,3.0,2.0,small,med,unacc
med,med,3.0,2.0,small,high,unacc
med,med,3.0,2.0,med,low,unacc
med,med,3.0,2.0,med,med,unacc
med,med,3.0,2.0,med,high,unacc
med,med,3.0,2.0,big,low,unacc
med,med,3.0,2.0,big,med,unacc
med,med,3.0,2.0,big,high,unacc
med,med,3.0,4.0,small,low,unacc
med,med,3.0,4.0,small,med,acc
med,med,3.0,4.0,small,high,acc
med,med,3.0,4.0,med,low,unacc
med,med,3.0,4.0,med,med,acc
med,med,3.0,4.0,med,high,acc
med,med,3.0,4.0,big,low,unacc
med,med,3.0,4.0,big,med,acc
med,med,3.0,4.0,big,high,vgood
med,med,3.0,,small,low,unacc
med,med,3.0,,small,med,acc
med,med,3.0,,small,high,acc
med,med,3.0,,med,low,unacc
